Model,Broad.phase.of.flight,Weather.Condition,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Year
PA-25-235-C,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
PA-18,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
150M,Cruise,VMC,0.0,0.0,2.0,0.0,1985
PA-24-250,Landing,IMC,0.0,0.0,1.0,1.0,1985
PA-28-181,Taxi,VMC,0.0,0.0,0.0,2.0,1985
PA-38-112,Approach,IMC,0.0,0.0,0.0,1.0,1985
AS35OD,Cruise,VMC,1.0,0.0,0.0,0.0,1985
PA-28-160,Landing,VMC,0.0,0.0,0.0,1.0,1985
PA-28-180,Takeoff,VMC,0.0,0.0,1.0,1.0,1985
182A,Landing,VMC,0.0,0.0,0.0,1.0,1985
47G-4,Landing,VMC,0.0,0.0,0.0,1.0,1985
PA-25-235,Maneuvering,VMC,1.0,0.0,0.0,0.0,1985
100-180,Approach,VMC,0.0,0.0,0.0,4.0,1985
PA-32RT-300T,Climb,VMC,0.0,0.0,1.0,4.0,1985
PA-28-236,Standing,VMC,0.0,0.0,0.0,3.0,1985
737-247,Cruise,VMC,0.0,0.0,0.0,96.0,1985
A188B,Maneuvering,VMC,0.0,1.0,0.0,1.0,1985
PA-44-180,Descent,VMC,0.0,0.0,0.0,2.0,1985
172E,Approach,VMC,0.0,2.0,1.0,0.0,1985
PA-32R-301T,Takeoff,VMC,0.0,0.0,0.0,5.0,1985
PA-28-181,Cruise,VMC,0.0,0.0,1.0,3.0,1985
CASSUTT III M,Landing,VMC,0.0,0.0,1.0,0.0,1985
G-164,Landing,VMC,0.0,0.0,0.0,1.0,1985
J-3/100,Landing,VMC,0.0,0.0,0.0,2.0,1985
PA-20,Landing,VMC,0.0,0.0,0.0,4.0,1985
DC-10-10,Takeoff,VMC,0.0,3.0,29.0,238.0,1985
188B,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
BC12-D1,Unknown,VMC,2.0,0.0,0.0,0.0,1985
PA-32RT-300T,Cruise,IMC,1.0,0.0,0.0,0.0,1985
PA-42,Approach,VMC,2.0,0.0,0.0,0.0,1985
SGS 1-26,Descent,VMC,0.0,0.0,0.0,1.0,1985
206B3,Maneuvering,VMC,0.0,0.0,1.0,1.0,1985
172H,Cruise,VMC,0.0,0.0,0.0,3.0,1985
J3C-65,Maneuvering,VMC,0.0,1.0,0.0,0.0,1985
DRAGON FLY,Takeoff,VMC,0.0,0.0,1.0,0.0,1985
182,Descent,IMC,0.0,0.0,1.0,3.0,1985
S-76,Landing,VMC,0.0,0.0,3.0,0.0,1985
BD-5B,Unknown,VMC,1.0,0.0,0.0,0.0,1985
PA-12,Takeoff,VMC,3.0,0.0,0.0,0.0,1985
150G,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
PA-28-140,Taxi,VMC,0.0,0.0,0.0,2.0,1985
SPECIAL GREAT LAKES,Cruise,VMC,0.0,0.0,1.0,0.0,1985
PA-28RT-201T,Taxi,VMC,0.0,0.0,0.0,3.0,1985
LA-4-200,Takeoff,VMC,0.0,0.0,0.0,3.0,1985
PA-12,Cruise,VMC,0.0,0.0,1.0,1.0,1985
SCORPION 133,Taxi,VMC,0.0,0.0,0.0,1.0,1985
65-A90,Takeoff,VMC,0.0,0.0,0.0,2.0,1985
AA-1,Takeoff,VMC,0.0,1.0,1.0,0.0,1985
76,Takeoff,VMC,0.0,1.0,0.0,1.0,1985
152,Landing,VMC,0.0,0.0,0.0,1.0,1985
NAVION,Descent,VMC,0.0,0.0,0.0,4.0,1985
H-250,Landing,VMC,0.0,0.0,0.0,3.0,1985
95-B55,Landing,VMC,0.0,0.0,0.0,1.0,1985
152,Approach,VMC,0.0,0.0,0.0,1.0,1985
AA-1A,Takeoff,VMC,0.0,0.0,2.0,0.0,1985
55,Takeoff,VMC,0.0,0.0,0.0,3.0,1985
PA-18,Maneuvering,VMC,0.0,1.0,1.0,0.0,1985
DC-3,Approach,IMC,0.0,0.0,0.0,4.0,1985
172M,Takeoff,VMC,0.0,0.0,0.0,4.0,1985
95-B55,Descent,VMC,3.0,1.0,0.0,0.0,1985
95-B55,Landing,VMC,0.0,0.0,0.0,3.0,1985
PA-28-236,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
BC12-D,Taxi,VMC,0.0,0.0,0.0,1.0,1985
G-164,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
DC-9,Climb,VMC,0.0,1.0,0.0,52.0,1985
152,Landing,VMC,0.0,0.0,0.0,1.0,1985
M-6-180,Cruise,VMC,2.0,0.0,0.0,0.0,1985
47G2,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
B-2,Approach,VMC,0.0,0.0,0.0,1.0,1985
OTW,Landing,VMC,0.0,0.0,0.0,2.0,1985
AA1B,Cruise,VMC,0.0,0.0,1.0,1.0,1985
FIREFLY 7,Landing,VMC,0.0,1.0,0.0,2.0,1985
108-2,Descent,VMC,0.0,1.0,0.0,0.0,1985
G-164A,Takeoff,VMC,0.0,0.0,1.0,0.0,1985
G-164B,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
S2R,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
172B,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
PA-32-300,Landing,VMC,0.0,0.0,0.0,4.0,1985
PA-28-140,Takeoff,VMC,0.0,0.0,1.0,0.0,1985
421A,Landing,VMC,0.0,0.0,0.0,4.0,1985
182M,Landing,VMC,0.0,0.0,0.0,1.0,1985
PA-38,Takeoff,VMC,0.0,0.0,0.0,2.0,1985
R172K,Landing,VMC,0.0,0.0,0.0,4.0,1985
310D,Landing,VMC,0.0,0.0,0.0,1.0,1985
PA-28-200,Landing,VMC,0.0,0.0,2.0,1.0,1985
152,Cruise,VMC,0.0,0.0,0.0,2.0,1985
7GCBC,Maneuvering,VMC,1.0,0.0,0.0,1.0,1985
P210,Takeoff,VMC,0.0,0.0,0.0,2.0,1985
152,Approach,VMC,0.0,0.0,0.0,2.0,1985
210,Landing,VMC,0.0,0.0,0.0,4.0,1985
NAVION,Cruise,VMC,0.0,2.0,2.0,0.0,1985
EL TOMCAT MK-5A,Cruise,VMC,0.0,0.0,0.0,1.0,1985
172P,Approach,VMC,0.0,0.0,1.0,0.0,1985
PA-24-250,Approach,VMC,0.0,0.0,0.0,1.0,1985
T8F,Landing,VMC,0.0,0.0,0.0,2.0,1985
PA-18A,Taxi,VMC,0.0,0.0,0.0,2.0,1985
172L,Taxi,VMC,0.0,0.0,1.0,3.0,1985
AT-6G,Takeoff,VMC,0.0,0.0,1.0,1.0,1985
207,Approach,VMC,0.0,0.0,0.0,6.0,1985
LR-35A,Takeoff,VMC,0.0,0.0,0.0,11.0,1985
402,Takeoff,VMC,0.0,0.0,0.0,11.0,1985
108-2,Cruise,VMC,0.0,0.0,0.0,2.0,1985
PA-24-250,Descent,VMC,0.0,0.0,0.0,4.0,1985
152II,Landing,VMC,0.0,0.0,0.0,1.0,1985
UH-12E,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
PA-28-140,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
A188B,Takeoff,VMC,0.0,0.0,0.0,2.0,1985
170B,Cruise,VMC,0.0,0.0,0.0,2.0,1985
150F,Cruise,VMC,0.0,0.0,0.0,2.0,1985
TR2,Cruise,VMC,0.0,0.0,0.0,2.0,1985
PA-36-285,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
150L,Takeoff,VMC,0.0,1.0,0.0,0.0,1985
172M,Landing,VMC,0.0,0.0,0.0,2.0,1985
GMBO-105C,Maneuvering,VMC,0.0,0.0,2.0,1.0,1985
182-R,Maneuvering,VMC,0.0,0.0,1.0,2.0,1985
369HS,Approach,VMC,4.0,1.0,0.0,0.0,1985
2000,Approach,VMC,0.0,0.0,0.0,3.0,1985
PA-34-200T,Landing,VMC,0.0,0.0,0.0,1.0,1985
172,Takeoff,VMC,0.0,2.0,2.0,0.0,1985
152,Cruise,VMC,0.0,0.0,1.0,0.0,1985
PA-32RT-300T,Approach,VMC,0.0,2.0,0.0,0.0,1985
T-210,Landing,VMC,0.0,0.0,1.0,2.0,1985
152,Landing,VMC,0.0,0.0,0.0,1.0,1985
PIK-20B,Descent,VMC,0.0,0.0,0.0,1.0,1985
210MII,Approach,VMC,0.0,0.0,0.0,4.0,1985
47G-3B-1,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
D-11,Cruise,VMC,0.0,0.0,0.0,2.0,1985
J-3,Landing,VMC,0.0,0.0,0.0,1.0,1985
PA-14,Takeoff,VMC,0.0,0.0,0.0,3.0,1985
250,Takeoff,VMC,0.0,0.0,0.0,2.0,1985
UNKNOWN,Go-around,VMC,2.0,0.0,0.0,0.0,1985
VIKING DRAGONFLY,Cruise,VMC,2.0,0.0,0.0,0.0,1985
DC-6A,Takeoff,VMC,0.0,0.0,3.0,0.0,1985
UH-12B,Approach,VMC,0.0,0.0,0.0,2.0,1985
150L,Landing,VMC,0.0,0.0,0.0,1.0,1985
R182,Landing,VMC,0.0,0.0,1.0,0.0,1985
172P,Descent,VMC,0.0,2.0,1.0,0.0,1985
LS-4,Landing,VMC,0.0,1.0,0.0,0.0,1985
172L,Approach,VMC,0.0,0.0,0.0,2.0,1985
PITTS S-1,Landing,VMC,0.0,0.0,0.0,1.0,1985
2-33A,Takeoff,VMC,0.0,1.0,0.0,1.0,1985
VARIEZE,Takeoff,VMC,0.0,1.0,0.0,0.0,1985
185F,Maneuvering,VMC,0.0,0.0,0.0,2.0,1985
R-22A,Maneuvering,VMC,0.0,0.0,0.0,2.0,1985
KR2,Climb,VMC,0.0,1.0,0.0,0.0,1985
152,Maneuvering,VMC,2.0,0.0,0.0,0.0,1985
PA-24-250,Landing,VMC,0.0,0.0,0.0,1.0,1985
172-RG,Cruise,VMC,0.0,0.0,0.0,2.0,1985
T303,Takeoff,VMC,0.0,0.0,1.0,0.0,1985
150,Landing,VMC,0.0,0.0,0.0,1.0,1985
PA-28-181,Climb,VMC,0.0,0.0,3.0,0.0,1985
VARI-EZE,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
150,Taxi,VMC,0.0,0.0,0.0,2.0,1985
207,Cruise,VMC,0.0,0.0,0.0,4.0,1985
M20J,Takeoff,VMC,1.0,0.0,0.0,0.0,1985
M20-F,Landing,VMC,0.0,0.0,0.0,1.0,1985
47G,Maneuvering,VMC,0.0,0.0,2.0,0.0,1985
150M,Approach,VMC,0.0,2.0,0.0,0.0,1985
201B,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
PA-25-235,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
GLASAIR SH-2,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
AT301,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
152,Landing,VMC,0.0,0.0,0.0,1.0,1985
269A1A,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
152,Landing,VMC,0.0,0.0,0.0,1.0,1985
150H,Approach,VMC,0.0,0.0,0.0,1.0,1985
DF-65,Landing,VMC,0.0,0.0,0.0,1.0,1985
A-185F,Takeoff,VMC,0.0,0.0,1.0,3.0,1985
MU-2B-26,Landing,VMC,0.0,0.0,0.0,3.0,1985
AS-350D,Landing,VMC,1.0,0.0,0.0,0.0,1985
B8M,Approach,VMC,0.0,0.0,0.0,1.0,1985
MX-7-235,Approach,VMC,0.0,0.0,0.0,1.0,1985
PA-28-140,Climb,VMC,0.0,0.0,2.0,0.0,1985
C23,Landing,VMC,0.0,0.0,0.0,1.0,1985
182M,Landing,VMC,0.0,0.0,0.0,2.0,1985
172M,Landing,VMC,0.0,0.0,0.0,1.0,1985
182,Cruise,VMC,0.0,0.0,0.0,3.0,1985
AA5B,Landing,VMC,0.0,0.0,0.0,2.0,1985
152,Landing,VMC,0.0,0.0,0.0,1.0,1985
B36TC,Cruise,UNK,2.0,0.0,0.0,0.0,1985
PA-32R-301,Unknown,UNK,4.0,0.0,0.0,0.0,1985
AA-1B,Cruise,VMC,0.0,0.0,2.0,0.0,1985
206-B,Cruise,VMC,2.0,0.0,0.0,0.0,1985
PA-28-161,Maneuvering,VMC,1.0,1.0,0.0,0.0,1985
A185F,Taxi,VMC,0.0,0.0,1.0,2.0,1985
T210N,Descent,VMC,0.0,0.0,0.0,4.0,1985
35A,Landing,VMC,0.0,0.0,0.0,2.0,1985
PA-28-181,Maneuvering,VMC,0.0,1.0,0.0,0.0,1985
J3C-65,Climb,VMC,2.0,0.0,0.0,0.0,1985
G-109B,Go-around,VMC,0.0,0.0,0.0,2.0,1985
172,Climb,VMC,0.0,0.0,0.0,4.0,1985
PA-38-112,Cruise,VMC,0.0,0.0,0.0,1.0,1985
PA28-151,Landing,VMC,0.0,0.0,1.0,0.0,1985
A75N1,Approach,VMC,0.0,0.0,0.0,2.0,1985
BAKENG DUCE,Maneuvering,VMC,0.0,1.0,1.0,0.0,1985
PA-22,Descent,VMC,0.0,0.0,0.0,3.0,1985
PA-28-181,Landing,VMC,0.0,0.0,0.0,4.0,1985
182,Climb,VMC,0.0,1.0,4.0,0.0,1985
PA-24-260,Takeoff,VMC,0.0,1.0,0.0,0.0,1985
PA-28-180,Cruise,VMC,0.0,0.0,0.0,2.0,1985
95-B55,Landing,VMC,0.0,0.0,0.0,1.0,1985
180,Landing,VMC,0.0,0.0,0.0,1.0,1985
PA-32R-301T,Takeoff,VMC,0.0,0.0,0.0,4.0,1985
PA-24-250,Landing,VMC,2.0,1.0,0.0,0.0,1985
MX SUPER,Maneuvering,VMC,1.0,0.0,0.0,0.0,1985
35-C33,Taxi,VMC,0.0,0.0,0.0,2.0,1985
S-76A,Approach,VMC,0.0,0.0,0.0,2.0,1985
36,Cruise,VMC,0.0,0.0,0.0,2.0,1985
PA-32R-301T,Landing,IMC,0.0,0.0,0.0,3.0,1985
DH 82A,Takeoff,VMC,0.0,0.0,1.0,1.0,1985
170A,Takeoff,VMC,0.0,0.0,2.0,0.0,1985
177B,Cruise,VMC,0.0,0.0,0.0,4.0,1985
R-22A,Landing,VMC,0.0,0.0,0.0,2.0,1985
M-20-E,Climb,VMC,0.0,0.0,0.0,4.0,1985
ST3KR (PT-22),Descent,VMC,0.0,0.0,0.0,1.0,1985
PA-32R-300,Landing,VMC,0.0,0.0,0.0,5.0,1985
182C,Landing,VMC,0.0,0.0,0.0,1.0,1985
172 M,Landing,IMC,0.0,0.0,0.0,1.0,1985
95-A55,Takeoff,VMC,0.0,0.0,0.0,2.0,1985
R182,Landing,VMC,0.0,0.0,0.0,1.0,1985
206L-1,Takeoff,VMC,0.0,2.0,1.0,1.0,1985
320F,Go-around,VMC,1.0,1.0,0.0,0.0,1985
EVANS VP-1,Takeoff,VMC,1.0,0.0,0.0,0.0,1985
172,Taxi,VMC,0.0,0.0,0.0,3.0,1985
G-164A,Takeoff,VMC,0.0,1.0,0.0,0.0,1985
PA-28,Approach,VMC,0.0,0.0,0.0,2.0,1985
152,Taxi,VMC,0.0,0.0,0.0,1.0,1985
PA-25-235,Cruise,VMC,0.0,0.0,0.0,1.0,1985
269A,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
206B,Cruise,VMC,0.0,0.0,0.0,2.0,1985
47G-5,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
V-77,Descent,VMC,0.0,1.0,0.0,2.0,1985
7GCBC,Landing,VMC,0.0,0.0,0.0,1.0,1985
172N,Approach,VMC,0.0,0.0,0.0,1.0,1985
182,Cruise,VMC,0.0,0.0,0.0,4.0,1985
PA-22-108,Landing,VMC,0.0,0.0,0.0,2.0,1985
PA-28-140,Cruise,VMC,0.0,0.0,0.0,3.0,1985
152,Approach,VMC,0.0,2.0,0.0,0.0,1985
PA-28-161,Descent,VMC,0.0,0.0,0.0,1.0,1985
RAND KR2,Approach,VMC,0.0,1.0,0.0,0.0,1985
170A,Maneuvering,VMC,1.0,0.0,0.0,0.0,1985
CUBBIE (J-3),Takeoff,VMC,0.0,0.0,2.0,0.0,1985
A-185F,Descent,VMC,0.0,0.0,0.0,2.0,1985
AS350D,Cruise,VMC,0.0,0.0,0.0,3.0,1985
FIREFLY 6B,Cruise,VMC,0.0,1.0,0.0,2.0,1985
99,Climb,VMC,0.0,0.0,0.0,1.0,1985
H-269B,Takeoff,VMC,0.0,0.0,0.0,3.0,1985
J3-C-65,Maneuvering,VMC,2.0,0.0,0.0,0.0,1985
AX7,Landing,VMC,0.0,1.0,0.0,3.0,1985
172,Cruise,VMC,0.0,0.0,1.0,3.0,1985
PA-28-235,Maneuvering,VMC,1.0,0.0,0.0,0.0,1985
G-164A,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
177B,Takeoff,VMC,0.0,0.0,2.0,0.0,1985
14-19-3,Climb,VMC,0.0,0.0,1.0,0.0,1985
PA-28-180D,Cruise,VMC,1.0,0.0,0.0,1.0,1985
OH13E/M74,Cruise,VMC,0.0,1.0,0.0,0.0,1985
185F,Landing,VMC,0.0,0.0,0.0,2.0,1985
152,Cruise,VMC,0.0,0.0,0.0,2.0,1985
AA-1C,Landing,VMC,0.0,0.0,0.0,1.0,1985
180J,Landing,VMC,0.0,0.0,0.0,2.0,1985
170B,Landing,VMC,0.0,0.0,0.0,3.0,1985
JR ACE,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
177,Landing,VMC,0.0,0.0,0.0,2.0,1985
PA-22/20,Takeoff,VMC,0.0,0.0,0.0,2.0,1985
PA-28-161,Approach,IMC,0.0,2.0,0.0,0.0,1985
PA-28-140,Descent,VMC,0.0,0.0,0.0,2.0,1985
150L,Cruise,VMC,2.0,0.0,0.0,0.0,1985
152,Takeoff,VMC,0.0,0.0,2.0,0.0,1985
PA-18-150,Takeoff,VMC,1.0,1.0,0.0,0.0,1985
172E,Cruise,VMC,0.0,3.0,0.0,0.0,1985
PA-16,Landing,VMC,0.0,0.0,0.0,2.0,1985
PA-28-140,Landing,VMC,0.0,0.0,0.0,3.0,1985
PA-28-140,Landing,VMC,0.0,0.0,0.0,3.0,1985
C172,Takeoff,VMC,0.0,0.0,1.0,0.0,1985
180G,Landing,VMC,0.0,0.0,0.0,4.0,1985
47D1,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
BE-55,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
EVANS VP-1,Cruise,VMC,0.0,2.0,0.0,0.0,1985
UH-12E,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
7KCAB,Maneuvering,VMC,0.0,0.0,0.0,2.0,1985
E18S,Takeoff,VMC,0.0,0.0,0.0,2.0,1985
PA-32-260,Taxi,VMC,1.0,0.0,0.0,2.0,1985
AEROSTAR 601,Cruise,VMC,2.0,0.0,0.0,0.0,1985
PA-28-181,Climb,VMC,3.0,0.0,0.0,0.0,1985
152,Takeoff,VMC,0.0,1.0,1.0,0.0,1985
421C,Takeoff,VMC,1.0,0.0,4.0,0.0,1985
47G-3B-1,Landing,VMC,0.0,0.0,0.0,2.0,1985
180G,Landing,VMC,0.0,0.0,0.0,1.0,1985
206B,Maneuvering,VMC,0.0,2.0,0.0,0.0,1985
T210M,Descent,VMC,0.0,0.0,0.0,1.0,1985
172,Landing,VMC,0.0,0.0,0.0,1.0,1985
PA-28-140,Takeoff,VMC,0.0,0.0,0.0,3.0,1985
182RG,Landing,VMC,0.0,0.0,0.0,1.0,1985
150L,Standing,VMC,0.0,1.0,0.0,1.0,1985
47G2A1,Descent,VMC,1.0,2.0,0.0,0.0,1985
150C,Landing,VMC,0.0,0.0,0.0,1.0,1985
D-25,Landing,VMC,0.0,0.0,0.0,5.0,1985
PA-18-95,Cruise,VMC,0.0,0.0,0.0,1.0,1985
182,Takeoff,VMC,0.0,0.0,3.0,2.0,1985
A188B,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
172N,Cruise,VMC,0.0,0.0,0.0,3.0,1985
M20A,Landing,VMC,0.0,0.0,0.0,1.0,1985
17-30,Cruise,VMC,0.0,1.0,0.0,3.0,1985
7KCAB,Landing,VMC,0.0,0.0,0.0,1.0,1985
170B,Landing,VMC,0.0,0.0,0.0,4.0,1985
206BII,Landing,VMC,0.0,0.0,0.0,2.0,1985
95-B55,Cruise,VMC,0.0,0.0,0.0,5.0,1985
152,Landing,VMC,0.0,0.0,0.0,2.0,1985
PA-11,Takeoff,VMC,0.0,3.0,0.0,0.0,1985
8KCAB,Maneuvering,VMC,1.0,0.0,0.0,0.0,1985
PITTS S-1,Go-around,VMC,0.0,0.0,1.0,0.0,1985
150G,Takeoff,VMC,2.0,0.0,0.0,0.0,1985
PA-38-112,Descent,VMC,0.0,0.0,2.0,0.0,1985
LA-4,Takeoff,VMC,0.0,0.0,0.0,4.0,1985
PA-34-200T,Landing,VMC,0.0,0.0,0.0,1.0,1985
280C,Maneuvering,VMC,0.0,0.0,0.0,2.0,1985
17-30,Cruise,VMC,0.0,0.0,0.0,4.0,1985
120,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
BD4,Cruise,VMC,0.0,1.0,0.0,0.0,1985
210H,Cruise,VMC,0.0,1.0,1.0,0.0,1985
G-109B,Landing,VMC,0.0,0.0,0.0,2.0,1985
206L-1,Takeoff,VMC,0.0,0.0,2.0,0.0,1985
310D,Approach,VMC,0.0,0.0,1.0,0.0,1985
M20K,Approach,VMC,0.0,0.0,1.0,0.0,1985
PA-28,Approach,VMC,0.0,0.0,0.0,1.0,1985
182P,Landing,VMC,0.0,0.0,0.0,1.0,1985
VARIEZE,Landing,VMC,0.0,0.0,2.0,2.0,1985
AVENGER GYRO PLANE,Standing,VMC,0.0,0.0,2.0,2.0,1985
150D,Approach,VMC,0.0,0.0,0.0,2.0,1985
150M,Approach,VMC,0.0,0.0,0.0,1.0,1985
G-164B-600,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
150L,Takeoff,VMC,2.0,0.0,0.0,0.0,1985
FIREFLY 7,Approach,VMC,0.0,3.0,0.0,0.0,1985
J3C-65,Maneuvering,VMC,2.0,0.0,0.0,0.0,1985
SR6,Cruise,IMC,2.0,0.0,0.0,0.0,1985
P206D,Landing,VMC,0.0,0.0,0.0,2.0,1985
152,Taxi,VMC,0.0,0.0,0.0,1.0,1985
108-3,Cruise,VMC,0.0,0.0,2.0,0.0,1985
14-19-3,Landing,VMC,0.0,0.0,0.0,1.0,1985
PA-28-140,Approach,VMC,0.0,0.0,0.0,1.0,1985
152,Landing,VMC,0.0,0.0,0.0,1.0,1985
152,Maneuvering,VMC,0.0,1.0,0.0,0.0,1985
A-24-R,Go-around,VMC,0.0,0.0,1.0,1.0,1985
402B,Approach,VMC,0.0,0.0,0.0,3.0,1985
PA-30,Takeoff,VMC,0.0,0.0,0.0,3.0,1985
SGS 2-33A,Approach,VMC,0.0,0.0,0.0,1.0,1985
PA-25,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
PA-18,Go-around,VMC,0.0,0.0,0.0,1.0,1985
QUICKIE,Takeoff,VMC,0.0,0.0,1.0,0.0,1985
172,Cruise,VMC,0.0,0.0,0.0,1.0,1985
H35,Climb,VMC,3.0,0.0,0.0,0.0,1985
QUICKIE Q2,Landing,VMC,0.0,0.0,0.0,2.0,1985
GN-2,Maneuvering,VMC,0.0,1.0,0.0,0.0,1985
170B,Unknown,UNK,2.0,0.0,0.0,0.0,1985
J35,Climb,VMC,4.0,0.0,0.0,0.0,1985
172,Maneuvering,VMC,0.0,0.0,0.0,2.0,1985
AT301,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
THORPE T-18,Landing,VMC,0.0,0.0,1.0,1.0,1985
58P,Takeoff,VMC,0.0,0.0,0.0,5.0,1985
172P II,Landing,VMC,0.0,0.0,0.0,1.0,1985
8A,Landing,VMC,0.0,0.0,0.0,1.0,1985
A36,Cruise,VMC,2.0,0.0,0.0,0.0,1985
GYROPLANE,Maneuvering,VMC,0.0,1.0,0.0,0.0,1985
95-B55,Cruise,VMC,0.0,0.0,0.0,2.0,1985
T-188C,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
150F,Descent,VMC,0.0,0.0,0.0,1.0,1985
PA-28-180,Cruise,VMC,0.0,0.0,0.0,4.0,1985
SONERAI IIL,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
U206,Takeoff,VMC,0.0,0.0,0.0,3.0,1985
DGA-15P,Landing,VMC,0.0,0.0,0.0,4.0,1985
AG CAT,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
8A,Takeoff,VMC,0.0,0.0,2.0,1.0,1985
PA-18,Maneuvering,VMC,2.0,0.0,0.0,0.0,1985
CASSUTT SPORT,Cruise,VMC,1.0,0.0,0.0,0.0,1985
680-FP,Takeoff,VMC,1.0,0.0,0.0,0.0,1985
425,Landing,VMC,0.0,0.0,0.0,4.0,1985
182C,Approach,VMC,0.0,0.0,0.0,1.0,1985
PA-28-181,Approach,VMC,0.0,0.0,0.0,2.0,1985
TU206G,Landing,VMC,0.0,0.0,3.0,0.0,1985
152,Cruise,VMC,0.0,0.0,0.0,1.0,1985
PA-28-140,Takeoff,VMC,0.0,0.0,1.0,2.0,1985
PA-32-300,Descent,VMC,0.0,0.0,0.0,4.0,1985
8GCBC,Landing,VMC,0.0,0.0,0.0,2.0,1985
206,Takeoff,VMC,0.0,0.0,0.0,5.0,1985
180H,Takeoff,VMC,0.0,0.0,1.0,1.0,1985
PA-30,Climb,VMC,0.0,1.0,2.0,1.0,1985
PITTS S-2A,Maneuvering,VMC,2.0,0.0,0.0,0.0,1985
172G,Maneuvering,VMC,1.0,0.0,0.0,0.0,1985
164,Landing,VMC,0.0,0.0,0.0,1.0,1985
PA-28-140B,Landing,VMC,0.0,0.0,0.0,1.0,1985
8A,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
PA-25-235,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
PA-28-140B,Takeoff,VMC,0.0,0.0,0.0,4.0,1985
17-31A,Descent,VMC,0.0,0.0,1.0,2.0,1985
182P,Landing,VMC,0.0,0.0,0.0,4.0,1985
GULFSTREAM AM G-164B,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
35-B33,Takeoff,VMC,0.0,0.0,0.0,3.0,1985
150J,Approach,VMC,0.0,0.0,2.0,0.0,1985
177B,Landing,VMC,0.0,0.0,0.0,2.0,1985
PA-20,Cruise,VMC,0.0,0.0,2.0,0.0,1985
C33-A,Cruise,VMC,0.0,0.0,0.0,2.0,1985
SV4C,Takeoff,VMC,0.0,0.0,0.0,1.0,1985
PA-18,Maneuvering,VMC,0.0,1.0,1.0,0.0,1985
L-5,Approach,VMC,0.0,0.0,0.0,1.0,1985
PBY-6A,Landing,VMC,2.0,0.0,0.0,0.0,1985
PA-22,Cruise,VMC,2.0,0.0,0.0,0.0,1985
AS350D ASTAR,Takeoff,VMC,1.0,0.0,0.0,0.0,1985
172RG,Cruise,IMC,1.0,1.0,0.0,0.0,1985
172M,Maneuvering,IMC,4.0,0.0,0.0,0.0,1985
B-35,Takeoff,VMC,0.0,0.0,0.0,4.0,1985
170B,Climb,IMC,2.0,0.0,0.0,0.0,1985
PA-28-151,Standing,VMC,0.0,0.0,2.0,0.0,1985
7GCB,Landing,IMC,0.0,0.0,0.0,2.0,1985
180,Landing,VMC,0.0,0.0,0.0,4.0,1985
PA-28-140,Landing,VMC,0.0,0.0,0.0,2.0,1985
G-164A,Maneuvering,VMC,0.0,0.0,0.0,1.0,1985
T210-L,Approach,VMC,0.0,0.0,1.0,0.0,1985
206,Climb,VMC,0.0,0.0,1.0,0.0,1985
150E,Takeoff,VMC,0.0,1.0,1.0,0.0,1985
172RG,Landing,VMC,0.0,0.0,0.0,2.0,1985
C-182,Takeoff,IMC,2.0,0.0,0.0,0.0,1985
